model,node,prompt_id,prompt_type,n_shown,papers_shown,papers_selected,n_selected,cited_not_shown,n_cited_not_shown,n_fabricated,hallucination_rate
gpt-4.1-mini,2,N2P90,literature review,30,SEED_107; N1P74; N0P34; N0P6; N0P73; N0P9; N1P77; N1P52; N1P86; N1P32; SEED_106; N0P68; N0P12; N1P85; N1P43; N0P71; N1P35; N1P68; N1P16; N0P96; N1P1; N1P11; SEED_108; N1P37; N1P9; N0P3; N0P31; N0P55; N1P73; SEED_41,N0P9; N1P74; SEED_106; SEED_107; N0P31; N1P35; SEED_108; N1P32; N0P6; SEED_41,10,,0,0,0.0
gpt-4.1-mini,2,N2P91,position paper,30,N0P12; N0P68; N1P56; N1P53; SEED_17; SEED_22; N0P40; N0P22; N1P108; N1P95; SEED_51; N1P0; SEED_64; N0P49; N0P13; SEED_119; N0P92; N1P91; SEED_0; N0P11; N0P103; N0P27; N0P81; N0P48; N1P44; SEED_49; SEED_3; N0P111; N0P8; N0P86,N0P12; N0P68; N1P56; N1P53; N1P0; N0P40; SEED_22; SEED_17; SEED_0; SEED_3,10,,0,0,0.0
gpt-4.1-mini,2,N2P92,position paper,30,SEED_78; N0P34; N1P82; SEED_64; N1P81; SEED_118; N1P75; SEED_52; SEED_32; N1P70; SEED_79; N0P14; SEED_22; SEED_19; SEED_1; N1P90; SEED_83; N0P60; N1P40; N0P108; SEED_17; N0P22; N0P86; SEED_95; N0P117; N1P103; N1P22; N0P102; N0P55; N0P13,N0P34; N1P81; N1P75; N1P82; N1P103; N0P86; SEED_22; SEED_32; SEED_78; SEED_64,10,,0,0,0.0
gpt-4.1-mini,2,N2P93,position paper,30,N0P84; N1P116; SEED_116; N0P2; N0P29; SEED_32; N0P114; SEED_14; SEED_18; SEED_76; N0P43; N1P74; SEED_107; N1P113; N0P50; N0P11; N0P72; N0P108; N1P86; N0P59; N1P77; N0P49; N0P42; SEED_95; N1P100; SEED_99; N1P52; N0P12; SEED_85; SEED_40,N0P84; N1P116; N0P2; N1P113; N0P29; N1P74; N0P50; SEED_85; N0P114; SEED_116,10,,0,0,0.0
gpt-4.1-mini,2,N2P94,literature review,30,N0P113; SEED_4; N0P116; SEED_21; N1P60; N0P8; N1P66; N0P6; N1P34; SEED_108; SEED_28; N1P117; N0P14; N0P58; SEED_8; N0P46; SEED_20; SEED_31; SEED_110; N1P76; N0P7; SEED_83; N1P62; N0P75; SEED_61; N0P73; SEED_12; N1P64; N1P83; N1P71,N0P113; N1P83; SEED_61; N1P62; N0P116; N0P6; N1P60; N1P64; SEED_108; SEED_4,10,,0,0,0.0
gpt-4.1-mini,2,N2P95,literature review,30,N0P67; N0P63; N1P106; SEED_28; N0P80; N1P104; N1P52; N0P64; SEED_65; N0P101; SEED_67; SEED_23; N0P29; N0P69; N1P61; N1P51; N1P18; SEED_49; N1P83; N0P106; N0P114; N1P108; SEED_3; SEED_88; N1P26; N0P99; SEED_4; N1P30; SEED_27; N0P15,N0P67; N0P63; N1P106; N1P51; N0P29; N0P69; N0P114; N1P104; N1P52; SEED_23,10,,0,0,0.0
gpt-4.1-mini,2,N2P96,literature review,30,N1P95; N1P40; N0P74; N0P52; SEED_100; N1P110; SEED_0; N0P29; N0P8; N0P90; N1P59; SEED_17; N0P67; SEED_84; N0P54; N0P119; SEED_62; N0P80; N1P79; N1P77; SEED_3; SEED_39; N1P104; N0P88; N1P14; SEED_12; N1P57; SEED_42; N1P17; N0P69,N1P95; N1P40; N0P88; N1P79; N1P110; N0P29; SEED_0; N0P90; N0P52; N1P59,10,,0,0,0.0
gpt-4.1-mini,2,N2P97,position paper,30,N1P7; N0P99; N1P36; SEED_27; N0P3; N0P45; N1P80; N0P5; SEED_62; N0P43; SEED_1; SEED_58; N1P93; SEED_117; N1P70; N1P115; SEED_78; N0P35; SEED_69; N1P104; N1P98; SEED_59; N0P28; N1P97; SEED_77; SEED_35; SEED_48; N1P84; N1P90; N0P6,N1P7; N0P99; N0P5; N1P36; N0P3; N1P97; SEED_27; SEED_78; SEED_77; SEED_62,10,,0,0,0.0
gpt-4.1-mini,2,N2P98,literature review,30,N0P2; N1P44; SEED_30; SEED_79; N1P18; N1P53; N1P84; SEED_6; N1P78; N1P25; N1P26; SEED_82; N1P49; N0P73; N0P33; SEED_27; N0P102; N1P9; SEED_104; SEED_72; N0P68; SEED_62; SEED_78; SEED_41; N0P52; N0P72; N1P85; N1P97; SEED_9; N0P1,N1P44; N1P18; N1P25; N1P53; SEED_6; SEED_30; N0P72; N0P2; SEED_78; SEED_27,10,,0,0,0.0
gpt-4.1-mini,2,N2P99,position paper,30,N1P92; N0P61; N1P20; N1P23; N1P97; N0P67; N1P87; SEED_31; N0P40; SEED_33; SEED_9; N0P0; N0P36; N0P31; N0P6; SEED_22; N0P54; N1P61; N0P17; N1P79; SEED_10; N0P114; N0P63; N0P82; N1P117; N0P33; N1P22; N0P26; N0P24; SEED_66,N1P92; N1P23; N0P61; N0P17; SEED_22; N0P114; SEED_9; N1P97; N1P87; N1P61,10,,0,0,0.0
